Feature,Instance,LocX,LocY,Checkin
A,1,681915.6337,1149802.132,2696
A,2,689603.7123,1132446.418,23845
A,3,667620.4344,1122483.839,1927
A,4,806225.4002,1115244.402,3309
A,5,726880.0926,1109273.537,10001
A,6,721517.8391,1108159.778,7674
A,7,715512.1328,1108128.592,17110
A,8,742690.6781,1108067.336,982
A,9,742312.02,1101818.031,2751
A,10,638166.4321,1101106.339,11255
A,11,636780.2829,1100518.274,1862
A,12,649488.6576,1099342.143,1514
A,13,737004.4368,1096279.305,9349
A,14,791511.6114,1096094.421,13968
A,15,791109.8394,1092753.142,2285
A,16,789812.6969,1091824.267,3205
A,17,816613.6779,1088080.921,221
A,18,816519.5867,1087586.412,36138
A,19,814564.7003,1084059.135,3381
A,20,639337.346,1075923.122,1805
A,21,804434.3387,1074778.177,15727
A,22,818897.0777,1060020.864,3413
A,23,790826.9772,1058473.852,6119
A,24,818897.0777,1046841.747,1340
A,25,819532.6929,1043036.031,12204
A,26,819226.7542,1042014.713,1993
A,27,735416.4838,1025680.316,3016
A,28,606168.8856,1024535.371,3438
A,29,814117.0504,1024380.559,8137
A,30,810890.6083,1006684.034,2104
A,31,725432.5719,1005756.272,1576
A,32,587916.6995,996629.0128,1326
A,33,814306.1166,996040.9478,5597
A,34,796229.1104,995638.8806,12
A,35,813810.9774,995082.0009,493
A,36,811008.4879,992328.7873,692
A,37,816543.3215,985058.1652,3494
A,38,784194.4049,983697.151,8050
A,39,765482.0962,981748.0719,4144
A,40,645309.6729,980634.3123,13997
A,41,585179.6987,979737.7359,269
A,42,712282.4329,978932.4878,2345
A,43,704727.9489,975993.2764,2718
A,44,787499.2454,973116.4356,2191
A,45,751547.3727,954492.1488,1865
A,46,750885.1996,953254.762,1293
A,47,656792.4932,950964.8724,1352
A,48,590772.2678,949387.789,1704
A,49,762289.6231,943972.6902,2978
A,50,710358.5594,942890.1159,9842
A,51,697405.7964,938652.2609,3451
A,52,709717.1993,937290.133,16126
A,53,698119.725,935434.6097,3140
A,54,717910.3336,933980.0397,9203
A,55,754222.1145,933144.7201,3869
A,56,772550.2242,932371.771,5419
A,57,773353.2766,931442.8955,2208
A,58,709075.8046,931442.8955,14180
A,59,708980.8753,931289.1967,5925
A,60,709883.9562,926462.163,8753
A,61,769099.2176,924389.4565,3302
A,62,818826.7342,922873.6298,3522
A,63,808464.0725,921481.4304,6258
A,64,734041.6812,920708.4813,4538
A,65,732168.2488,920491.2982,1038
A,66,745628.2852,920367.6709,4531
A,67,799388.9466,919191.5408,4390
A,68,744017.593,918883.0294,14232
A,69,736056.4686,918449.777,18871
A,70,735108.4257,917985.3392,5991
A,71,736056.4686,916902.765,804
A,72,733567.1629,916438.3273,2709
A,73,539157.5497,915696.5634,31341
A,74,740369.078,915355.753,4680
A,75,739374.457,915293.3825,3276
A,76,734231.142,914984.8711,4373
A,77,739492.178,914612.8754,5047
A,78,803397.4231,914025.9241,4322
A,79,733329.8967,911922.0324,2958
A,80,732310.7936,911271.5968,90
A,81,735605.9229,911210.3401,1437
A,82,769619.9944,910559.9045,3374
