Feature,Instance,X,Y,Checkin
A,1,3856.69,257.25,997
A,2,73.58,2828.52,996
A,3,2640.24,4157.86,996
A,4,4989.91,4364.61,995
A,5,3540.87,4092.37,994
A,6,4287.18,3129.23,994
A,7,2130.19,2152.6,993
A,8,4034.65,2412.73,992
A,9,4144.9,1883.9,992
A,10,2039.97,548.91,991
A,11,327.96,1013.98,990
A,12,328.54,4055.79,990
A,13,142.54,837.07,989
A,14,2214.27,3316.34,989
A,15,3911.45,1016.89,988
A,16,3908.11,432.98,987
A,17,56.17,1880.1,987
A,18,258.55,570.98,986
A,19,4861.6,740.75,985
A,20,1809.11,2908.17,985
A,21,2869.29,3590.37,984
A,22,1302.17,561.09,983
A,23,3814.56,4285.94,983
A,24,4884.6,1770.95,982
A,25,2504.26,2239.37,981
A,26,2314.01,1492.66,981
A,27,831.43,1106.53,980
A,28,2465.99,3742.08,979
A,29,850.35,1417.92,979
A,30,869.54,685.5,978
A,31,4274.08,3337.22,977
A,32,1901.67,1793.45,977
A,33,4396.9,623.27,976
A,34,528.64,3933.73,976
A,35,1967.53,790.43,975
A,36,1100.42,3904.53,974
A,37,4740.89,2815.71,974
A,38,1787.6,2449.87,973
A,39,3760.88,3969.5,972
A,40,607.42,1173.54,972
A,41,2417.27,1639.09,971
A,42,4578.78,4385.42,970
A,43,1986.33,882.73,970
A,44,2843.67,3881.08,969
A,45,3595.78,1401.6,969
A,46,1986.59,3772.04,968
A,47,917.0,389.98,967
A,48,2924.77,4919.4,967
A,49,3326.35,4251.04,966
A,50,3716.79,2183.27,965
A,51,3373.62,407.36,965
A,52,3804.39,2549.53,964
A,53,4272.43,1304.15,963
A,54,1264.41,2690.05,963
A,55,830.65,2439.65,962
A,56,2398.12,1143.25,962
A,57,861.66,3958.39,961
A,58,4604.78,3972.34,960
A,59,2800.49,4544.39,960
A,60,2672.75,4604.9,959
A,61,1575.94,2880.96,958
A,62,4935.5,4848.57,958
A,63,97.97,1356.28,957
A,64,939.09,4109.1,956
A,65,1074.92,2284.04,956
A,66,4361.2,1648.53,955
A,67,3997.41,3789.79,955
A,68,2293.16,4792.02,954
A,69,4305.58,734.49,953
A,70,3567.68,3235.36,953
A,71,4676.34,4423.54,952
A,72,4488.58,2773.7,951
A,73,944.38,4540.25,951
A,74,1127.08,3271.99,950
A,75,540.87,396.56,950
A,76,3568.38,3072.71,949
A,77,3352.34,1597.58,948
A,78,4004.52,3271.81,948
A,79,2657.76,4989.24,947
A,80,147.78,3535.69,946
A,81,2937.11,2976.52,946
A,82,4374.54,4419.51,945
A,83,1251.94,3389.55,945
A,84,4117.22,2853.62,944
A,85,1434.55,4166.99,943
A,86,2087.49,1406.43,943
A,87,1575.73,4853.09,942
A,88,2416.36,3838.53,941
A,89,3491.7,196.21,941
A,90,2964.14,1918.51,940
A,91,4660.47,3686.06,940
A,92,2859.13,609.42,939
A,93,4778.18,230.9,938
A,94,527.75,729.85,938
A,95,1043.21,1258.11,937
A,96,3880.83,2499.98,937
A,97,1945.64,3237.98,936
A,98,2615.67,2914.95,935
A,99,4435.91,3402.75,935
A,100,588.46,42.26,934
A,101,3154.39,1270.44,933
A,102,2069.75,667.65,933
A,103,4321.18,3329.71,932
A,104,1716.39,691.71,932
A,105,365.9,4062.37,931
A,106,859.07,2996.75,930
A,107,3511.26,3711.79,930
A,108,3751.02,4670.22,929
A,109,4904.32,361.84,929
A,110,3505.04,3485.42,928
A,111,1611.57,1077.04,927
A,112,3196.07,4098.57,927
A,113,2448.86,1378.48,926
A,114,3442.6,110.45,925
A,115,4765.94,2425.95,925
A,116,2227.63,1369.24,924
A,117,2385.28,1742.65,924
A,118,1448.41,2620.23,923
A,119,2360.47,1986.44,922
A,120,482.3,2062.52,922
A,121,3948.39,1531.88,921
A,122,2066.58,2746.08,921
A,123,4062.38,718.84,920
A,124,855.32,442.29,919
A,125,1482.2,3296.36,919
A,126,966.04,882.69,918
A,127,2911.26,2837.83,918
A,128,1451.91,1502.27,917
A,129,4397.92,4464.98,916
A,130,3715.98,2196.18,916
A,131,1002.75,2046.09,915
A,132,2635.99,4192.59,915
A,133,4825.39,3145.09,914
A,134,1213.14,715.78,913
A,135,1560.29,329.66,913
A,136,4515.14,2911.99,912
A,137,3803.89,3496.73,912
A,138,672.55,268.38,911
A,139,4405.77,1886.76,910
A,140,4462.45,331.67,910
A,141,1136.06,5011.95,909
A,142,3288.14,2150.7,909
A,143,3217.32,57.34,908
A,144,1945.42,360.2,907
A,145,1967.93,701.03,907
A,146,2367.49,2544.26,906
A,147,4448.23,4480.61,906
A,148,4600.9,4405.18,905
A,149,3021.9,673.7,904
A,150,4279.53,1425.4,904
A,151,2273.86,3112.97,903
A,152,605.94,3679.33,903
A,153,4683.36,2292.26,902
A,154,696.29,4402.05,901
A,155,2308.19,3500.94,901
A,156,3805.18,4852.67,900
A,157,1646.28,1582.19,900
A,158,229.02,3078.6,899
A,159,4693.16,1235.17,898
A,160,1184.29,338.24,898
A,161,234.5,4189.71,897
A,162,606.79,3152.6,897
A,163,151.0,1432.18,896
A,164,383.43,1380.73,895
A,165,2584.9,739.34,895
A,166,3122.67,595.49,894
A,167,376.02,1546.38,894
A,168,4713.03,3348.45,893
A,169,1733.52,1715.42,893
A,170,3008.48,4657.29,892
A,171,4893.98,4503.24,891
A,172,1893.43,1274.68,891
A,173,1301.72,1163.36,890
A,174,4900.77,4075.99,890
A,175,1373.58,96.42,889
A,176,1149.45,3314.83,888
A,177,3886.27,3120.69,888
A,178,3902.93,666.26,887
A,179,359.02,1191.99,887
A,180,3357.64,2267.12,886
A,181,3913.29,4533.25,886
A,182,2727.46,3099.87,885
A,183,2353.66,525.62,884
A,184,587.5,3998.19,884
A,185,1749.91,2242.42,883
A,186,4461.42,1617.08,883
A,187,1620.09,2025.51,882
A,188,1786.02,3598.24,881
A,189,3467.09,1104.53,881
A,190,822.19,4045.61,880
A,191,1611.33,2631.96,880
A,192,2510.21,1851.32,879
A,193,3604.34,3711.75,879
A,194,4696.24,4173.74,878
A,195,4355.32,3827.47,877
A,196,4957.27,1921.44,877
A,197,1198.75,2306.28,876
A,198,3310.68,3189.72,876
A,199,2784.8,1627.44,875
A,200,1263.27,2122.02,874
A,201,776.29,2778.95,874
A,202,3431.23,3734.44,873
A,203,101.87,242.69,873
A,204,3730.1,4040.42,872
A,205,1672.1,3345.15,872
A,206,2051.04,3060.81,871
A,207,3546.97,4209.0,870
A,208,2771.38,4370.49,870
A,209,64.16,1033.82,869
A,210,2107.57,2980.72,869
A,211,1338.11,2277.65,868
A,212,4963.58,4667.38,868
A,213,3356.75,1869.49,867
A,214,1202.64,3281.12,866
A,215,274.04,4839.45,866
A,216,2775.84,2831.0,865
A,217,4102.77,2921.28,865
A,218,3230.05,3166.45,864
A,219,1573.71,3821.22,864
A,220,1913.13,548.37,863
A,221,4066.61,3288.42,862
A,222,2946.5,285.6,862
A,223,3898.41,705.13,861
A,224,4812.83,4615.07,861
A,225,956.76,642.75,860
A,226,3118.18,3261.16,860
A,227,2532.04,2808.5,859
A,228,498.69,2722.89,859
A,229,1844.48,4099.24,858
A,230,2239.33,3082.53,857
A,231,1629.04,770.28,857
A,232,102.3,3506.07,856
A,233,1794.82,283.52,856
A,234,3966.35,2590.5,855
A,235,3070.51,3707.77,855
A,236,4206.53,2414.21,854
A,237,756.42,3085.74,853
A,238,2333.39,1996.42,853
A,239,1953.84,4902.65,852
A,240,4929.99,2902.72,852
A,241,1219.72,2643.07,851
A,242,3682.64,2514.7,851
A,243,3246.13,354.54,850
A,244,2419.33,4262.19,850
A,245,4116.49,3888.64,849
A,246,526.33,3697.72,848
A,247,1935.65,328.7,848
A,248,2612.14,3588.68,847
A,249,4956.04,1113.45,847
A,250,2343.05,117.61,846
A,251,4147.09,1728.0,846
A,252,152.69,398.14,845
A,253,1321.5,2644.68,844
A,254,3213.67,528.65,844
A,255,675.13,1653.15,843
A,256,837.44,2363.8,843
A,257,3927.93,4654.21,842
A,258,2703.93,212.49,842
A,259,4661.78,4660.83,841
A,260,783.22,2773.86,841
A,261,2551.98,3539.03,840
A,262,2330.64,736.21,839
A,263,535.29,1898.96,839
A,264,1624.89,1268.48,838
A,265,2995.6,1870.37,838
A,266,4922.51,1376.97,837
A,267,2155.89,3321.04,837
A,268,249.15,1708.73,836
A,269,683.01,2486.4,836
A,270,145.23,3195.23,835
A,271,3257.21,4052.03,835
A,272,1792.96,689.38,834
A,273,3759.81,15.06,833
A,274,3161.1,106.83,833
A,275,4747.84,2955.33,832
A,276,4123.96,4885.11,832
A,277,2786.58,4124.58,831
A,278,493.16,1851.45,831
A,279,2307.06,230.99,830
A,280,102.13,2552.28,830
A,281,2647.05,3513.16,829
A,282,3073.68,4250.02,829
A,283,255.31,1507.39,828
A,284,4499.18,3562.17,827
A,285,1039.72,4585.93,827
A,286,2771.48,3452.47,826
A,287,3045.98,3193.67,826
A,288,2383.0,171.48,825
A,289,1482.14,1829.4,825
A,290,583.43,3763.98,824
A,291,196.61,11.37,824
A,292,2618.13,2323.63,823
A,293,2447.39,4977.0,823
A,294,824.2,751.35,822
A,295,759.06,3084.74,821
A,296,3040.13,3198.18,821
A,297,2018.99,1098.4,820
A,298,3210.4,3789.5,820
A,299,1344.0,3096.54,819
A,300,487.45,606.76,819
A,301,4676.46,3161.31,818
A,302,4478.55,4730.34,818
A,303,64.32,2499.82,817
A,304,4077.81,1087.57,817
A,305,1612.95,145.25,816
A,306,2697.01,3064.95,816
A,307,1742.3,1185.39,815
A,308,1950.57,4823.2,814
A,309,3195.63,3503.42,814
A,310,2883.42,2335.8,813
A,311,2330.06,4442.09,813
A,312,1783.28,2986.68,812
A,313,897.54,1367.82,812
A,314,1640.95,4593.58,811
A,315,3288.21,1089.22,811
A,316,478.62,88.47,810
A,317,2472.02,1482.11,810
A,318,934.74,4899.07,809
A,319,4297.5,4149.37,809
A,320,3459.01,1701.84,808
A,321,1785.23,3694.77,807
A,322,3826.34,3927.47,807
