Feature,Instance,LocX,LocY,Checkin
A,1,693670.6337,1149802.132,10729
A,2,695932.5033,1148223.935,31486
A,3,820501.5285,1111222.616,14603
A,4,740579.3629,1110820.549,442
A,5,738635.0926,1109273.537,17628
A,6,734008.3906,1108469.403,30024
A,7,754351.0147,1108222.148,12986
A,8,733272.8391,1108159.778,6364
A,9,727267.1328,1108128.592,1093
A,10,754445.6781,1108067.336,10141
A,11,754801.2988,1107850.152,5023
A,12,738255.082,1107665.268,1114
A,13,754067.02,1101818.031,3277
A,14,753948.4737,1101786.846,1208
A,15,649921.4321,1101106.339,1779
A,16,804044.6355,1100487.088,420
A,17,803525.6751,1096465.303,14513
A,18,803266.6114,1096094.421,10013
A,19,640620.4888,1095135.474,498
A,20,636434.1008,1094980.661,12501
A,21,802770.5527,1094702.221,700
A,22,757240.8981,1094485.038,4136
A,23,757170.1302,1094300.154,42035
A,24,802864.8394,1092753.142,9151
A,25,801567.6969,1091824.267,20188
A,26,785628.8712,1090927.69,9819
A,27,826885.1741,1090215.998,676
A,28,827214.9512,1089906.373,8635
A,29,828368.6779,1088080.921,3794
A,30,828274.5867,1087586.412,14096
A,31,829240.0473,1086596.28,4561
A,32,826319.7003,1084059.135,26821
A,33,816189.3387,1074778.177,24174
A,34,816071.3961,1071313.271,6470
A,35,764013.0818,1068405.245,30497
A,36,830558.0038,1064444.716,26063
A,37,830652.0777,1060020.864,46555
A,38,830981.7542,1052657.799,42974
A,39,829993.5458,1052100.92,7553
A,40,701858.967,1050461.466,12255
A,41,649562.6495,1050151.84,46265
A,42,830652.0777,1046841.747,4623
A,43,831287.6929,1043036.031,5212
A,44,708304.7103,1042416.781,6936
A,45,830981.7542,1042014.713,2002
A,46,659692.0798,1041953.457,35885
A,47,676228.7959,1037869.3,22029
A,48,617468.343,1033630.332,14019
A,49,831005.4838,1031743.623,783
A,50,621948.7903,1026886.518,3372
A,51,747171.4838,1025680.316,646
A,52,617923.8856,1024535.371,12387
A,53,825872.0504,1024380.559,28269
A,54,622045.3846,1016274.617,5535
A,55,631193.1747,1011974.392,1900
A,56,822787.2333,1009468.433,1797
A,57,623577.8484,1007550.539,15002
A,58,822645.6083,1006684.034,15496
A,59,737187.5719,1005756.272,6567
A,60,787613.2214,1005632.645,2512
A,61,783879.8572,1004146.89,17071
A,62,636170.5171,1003497.568,778
A,63,834300.9118,1000187.475,15431
A,64,834418.6802,999073.715,210
A,65,805625.1633,998021.2122,16267
A,66,805177.6085,997959.9555,117
A,67,754990.6178,996505.3855,6469
A,68,609220.6003,996505.3855,58641
A,69,826061.1166,996040.9478,3798
A,70,807984.1104,995638.8806,5192
A,71,825565.9774,995082.0009,920
A,72,807489.0918,994989.5588,9513
A,73,812676.8787,994958.3736,6074
A,74,807748.0663,994865.9315,16553
A,75,825448.1246,994803.561,5685
A,76,823681.8928,992483.5999,6847
A,77,822763.4879,992328.7873,2458
A,78,789077.6736,991401.0256,15076
A,79,607397.8088,990936.5879,355
A,80,790353.1855,990534.5207,8230
A,81,594149.4952,989761.5716,7498
A,82,647913.1399,989079.9508,12801
A,83,829969.8142,988771.4394,1575
A,84,783667.1681,988585.4416,1890
A,85,651402.9066,986110.6679,22824
A,86,777237.0962,981748.0719,2473
A,87,657064.6729,980634.3123,16591
A,88,594726.1276,979861.3632,37897
A,89,596934.6987,979737.7359,10357
A,90,769976.6201,979489.3676,820
A,91,724037.4329,978932.4878,10101
A,92,716482.9489,975993.2764,34533
A,93,797083.1279,975004.258,4966
A,94,776150.0471,973673.3153,5994
A,95,799254.2454,973116.4356,5251
A,96,745914.4545,972312.3012,11054
