Feature,Instance,LocX,LocY,Checkin
A,1,38297.62,80720.28,224
A,2,38100.64,80086.77,3230
A,3,26568.26,193779.46,2970
A,4,33994.23,113475.72,637
A,5,38056.49,80450.53,3549
A,6,38055.95,80471.02,54
A,7,31558.77,185936.58,556
A,8,19403.62,133783.12,185
A,9,27070.2,221444.91,2036
A,10,37233.82,188203.42,2527
A,11,37368.55,188040.48,985
A,12,28050.1,210530.84,251
A,13,38225.18,80638.19,1303
A,14,48336.96,119461.85,298
A,15,34568.01,171693.05,1397
A,16,34580.09,171202.44,1460
A,17,23188.55,191811.22,73
A,18,42951.55,61538.44,196
A,19,19333.84,133877.46,2021
A,20,38192.47,80620.6,1576
A,21,38088.39,80196.25,371
A,22,43744.22,62057.79,1043
A,23,39823.88,193348.1,70
A,24,44031.87,60496.86,942
A,25,44088.79,60439.61,727
A,26,45502.34,59223.27,1455
A,27,45248.41,59694.06,1885
A,28,43396.39,62128.51,857
A,29,45002.93,60103.36,1389
A,30,38752.22,183561.27,891
A,31,43782.22,59501.49,756
A,32,43671.45,61107.42,822
A,33,43797.71,59610.86,453
A,34,43616.24,61198.97,1104
A,35,39676.03,190185.02,1856
A,36,44911.89,139596.5,832
A,37,47319.04,153514.04,1617
A,38,43646.59,61057.86,668
A,39,48321.74,58978.13,1499
A,40,43498.34,60532.72,661
A,41,50176.01,157817.61,1319
A,42,50212.28,158494.22,55
A,43,44128.41,60088.89,162
A,44,43543.74,60549.76,94
A,45,43640.55,61044.83,500
A,46,43661.27,60998.05,933
A,47,43672.89,60935.01,352
A,48,45124.5,58498.77,606
A,49,48285.83,64298.67,360
A,50,45377.53,140110.39,3036
A,51,51418.09,155461.23,1612
A,52,50871.19,155240.26,1132
A,53,51310.19,154307.15,582
A,54,45049.4,60207.17,849
A,55,37345.21,188160.32,117
A,56,50684.8,155161.07,38
A,57,43021.26,155725.08,3963
A,58,37044.21,153625.75,68
A,59,50020.84,186392.33,85
A,60,39823.52,193285.17,188
A,61,43361.99,62125.28,133
A,62,43474.3,62199.79,461
A,63,49258.73,148129.24,1215
A,64,49259,148136.59,572
A,65,43096.83,60771.51,1479
A,66,43727.82,60107.6,1972
A,67,43752.41,59856.78,2087
A,68,43785.55,59877.05,115
A,69,44501.7,59967.82,655
A,70,45298.29,59707.42,418
A,71,45388.43,60184.45,578
A,72,45370.33,59791.07,368
A,73,43426.92,62155.36,1049
A,74,44155.16,60160.5,1327
A,75,41866.98,58818.53,2153
A,76,43786.54,58957.08,317
A,77,44152.01,62346.36,1007
A,78,45175.29,62688.85,849
A,79,42488.23,65314.98,1302
A,80,65438.6,94195.77,2179
A,81,64697.5,94090.29,1535
A,82,66745.05,94182.85,285
A,83,57272.5,132754.9,188
A,84,51486.04,158260.77,1443
A,85,51725.96,159165.59,277
A,86,57123.73,134251.13,163
A,87,58328.54,131722.45,689
A,88,51580.98,158260.33,1491
A,89,67355.44,143414.58,539
A,90,51138.57,155844.81,948
A,91,65578.17,108423.26,254
A,92,59411.37,126653.73,863
A,93,59482.14,126634.46,41
A,94,65176.17,103426.27,760
A,95,51841.24,156605.06,1170
A,96,51842.68,156605.06,1932
A,97,57455.62,132727.28,574
A,98,51615.81,158098.5,1055
A,99,51963.62,157164.28,346
A,100,52429.94,156205.11,313
A,101,57300.65,132853.36,3892
A,102,57293.54,133099.94,567
A,103,57301.64,132836.87,1392
A,104,58047.59,134720.13,925
A,105,67566.24,86267.36,1567
A,106,66601.36,146051.3,2555
A,107,52596.68,153073.77,793
A,108,56375.64,134151,3975
A,109,56125.58,132476.24,1157
A,110,52436.05,156139.51,797
A,111,52433.45,156164.01,516
A,112,59498.06,138467.04,707
A,113,52595.78,157741.2,942
A,114,57934.54,134397.92,3348
A,115,57823.74,133981.48,746
A,116,57945.78,133241.28,371
A,117,57381.87,132512.32,1585
A,118,52609.81,152907.27,1861
A,119,57590.71,132735.08,1395
A,120,57520.55,132908.71,38
A,121,50311.65,157725.61,184
A,122,57843.61,134570.44,1046
A,123,52612.06,156474.97,786
A,124,60693.33,181521.31,1614
A,125,52173.57,51595.02,11
A,126,51955.97,51284.84,838
A,127,61547.37,172093,910
A,128,68412.43,85009.92,2306
A,129,61821.66,138377.16,855
A,130,64578.5,76446.45,727
A,131,64581.02,76293.31,434
A,132,74175.13,76010.97,52
A,133,43485.37,60529.93,2451
A,134,45868.01,59569.76,2170
A,135,56948.88,132422.55,1205
A,136,56804.79,132422.89,1739
A,137,45389.6,60175.76,2258
A,138,51401.63,157055.57,523
A,139,52953.09,156586.01,642
A,140,52980.27,156793.73,65
A,141,71449.25,105397.51,138
A,142,57837.23,134338.67,170
A,143,57837.5,134367.4,488
A,144,57864.57,134321.96,152
A,145,58052.99,135093.24,2090
A,146,58054.87,135062.5,744
A,147,58013.14,135000.8,1366
A,148,44151.29,59402.7,518
A,149,44092.03,59391.56,893
A,150,57923.48,134849.55,90
A,151,58053.44,135133.78,57
A,152,53543.17,56068.99,1023
A,153,57071.56,132383.68,370
A,154,51975.86,154703.98,534
A,155,51942.3,155071.86,1010
A,156,50694.07,158008.73,1367
A,157,51826.03,156001.96,1212
A,158,51826.03,155990.82,215
A,159,51595.65,156578.22,1957
